Unnamed: 0	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36/grasp_images/round_000_trial_003.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36/vrb/round_000_trial_003.png	False	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	giga_num_false_positives	trial_id	vrb_num_false_positives	vrb_dir_modes	giga_image	num_same	is_annotated	giga_pos_modes	vrb_pos_modes	giga_dir_modes	vrb_image	run_path
23-12-07-04-17-36_round_000_trial_003	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36/grasp_images/round_000_trial_004.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36/vrb/round_000_trial_004.png	False														False					
23-12-07-04-16-08_round_000_trial_000	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08/vrb/round_000_trial_000.png	False														False					
23-12-07-04-16-08_round_000_trial_002	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08/grasp_images/round_000_trial_001.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08/vrb/round_000_trial_001.png	False														False					
23-12-07-04-16-08_round_000_trial_001	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08/grasp_images/round_000_trial_002.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08/vrb/round_000_trial_002.png	False														False					
23-12-07-04-16-08_round_000_trial_003	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08/grasp_images/round_000_trial_003.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08/vrb/round_000_trial_003.png	False														False					
23-12-07-04-16-15_round_000_trial_001	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/vrb/round_000_trial_000.png	False														False					
23-12-07-04-16-15_round_000_trial_002	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/grasp_images/round_000_trial_001.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/vrb/round_000_trial_001.png	False														False					
23-12-07-04-16-15_round_000_trial_004	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/grasp_images/round_000_trial_002.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/vrb/round_000_trial_002.png	False														False					
23-12-07-04-16-15_round_000_trial_000	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/grasp_images/round_000_trial_003.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/vrb/round_000_trial_003.png	False														False					
23-12-07-04-16-15_round_000_trial_003	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/grasp_images/round_000_trial_004.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/vrb/round_000_trial_004.png	False														False					
23-12-07-04-16-22_round_000_trial_000	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-22	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-22/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-22/vrb/round_000_trial_000.png	False														False					
23-12-07-04-16-22_round_000_trial_002	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-22	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-22/grasp_images/round_000_trial_001.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-22/vrb/round_000_trial_001.png	False														False					
